# x
3.447265625000000000e-01 1.000000000000000000e+00
-2.246093750000000000e-01 -1.000000000000000000e+00
7.919921875000000000e-01 -1.000000000000000000e+00
-8.046875000000000000e-01 -1.000000000000000000e+00
2.480468750000000000e-01 1.000000000000000000e+00
-1.332031250000000000e+00 -1.000000000000000000e+00
-6.542968750000000000e-02 1.000000000000000000e+00
-1.027343750000000000e+00 -1.000000000000000000e+00
1.950195312500000000e+00 1.000000000000000000e+00
-1.364257812500000000e+00 -1.000000000000000000e+00
1.246093750000000000e+00 -1.000000000000000000e+00
1.443359375000000000e+00 1.000000000000000000e+00
-1.270507812500000000e+00 -1.000000000000000000e+00
-2.763671875000000000e-01 1.000000000000000000e+00
-1.103515625000000000e-01 -1.000000000000000000e+00
1.888671875000000000e+00 1.000000000000000000e+00
-1.833007812500000000e+00 -1.000000000000000000e+00
-1.029296875000000000e+00 1.000000000000000000e+00
-1.156250000000000000e+00 -1.000000000000000000e+00
1.484375000000000000e+00 1.000000000000000000e+00
5.078125000000000000e-01 -1.000000000000000000e+00
4.199218750000000000e-01 -1.000000000000000000e+00
-1.996093750000000000e+00 1.000000000000000000e+00
1.448242187500000000e+00 -1.000000000000000000e+00
6.542968750000000000e-01 -1.000000000000000000e+00
1.890625000000000000e+00 -1.000000000000000000e+00
-6.542968750000000000e-01 1.000000000000000000e+00
-1.390625000000000000e+00 -1.000000000000000000e+00
-1.542968750000000000e+00 -1.000000000000000000e+00
1.736328125000000000e+00 1.000000000000000000e+00
-2.734375000000000000e-01 1.000000000000000000e+00
1.984375000000000000e+00 -1.000000000000000000e+00
-1.287109375000000000e+00 1.000000000000000000e+00
-1.706054687500000000e+00 1.000000000000000000e+00
4.052734375000000000e-01 -1.000000000000000000e+00
2.509765625000000000e-01 1.000000000000000000e+00
7.187500000000000000e-01 -1.000000000000000000e+00
-3.417968750000000000e-01 -1.000000000000000000e+00
8.134765625000000000e-01 1.000000000000000000e+00
-6.142578125000000000e-01 -1.000000000000000000e+00
1.588867187500000000e+00 -1.000000000000000000e+00
8.945312500000000000e-01 -1.000000000000000000e+00
-1.326171875000000000e+00 -1.000000000000000000e+00
7.460937500000000000e-01 1.000000000000000000e+00
8.632812500000000000e-01 1.000000000000000000e+00
-1.413085937500000000e+00 1.000000000000000000e+00
1.378906250000000000e+00 1.000000000000000000e+00
4.023437500000000000e-01 -1.000000000000000000e+00
3.330078125000000000e-01 1.000000000000000000e+00
-1.449218750000000000e+00 -1.000000000000000000e+00
1.619140625000000000e+00 1.000000000000000000e+00
4.316406250000000000e-01 -1.000000000000000000e+00
-2.011718750000000000e-01 -1.000000000000000000e+00
1.785156250000000000e+00 -1.000000000000000000e+00
-1.685546875000000000e+00 1.000000000000000000e+00
-1.039062500000000000e+00 -1.000000000000000000e+00
1.679687500000000000e+00 -1.000000000000000000e+00
1.894531250000000000e+00 1.000000000000000000e+00
1.994140625000000000e+00 1.000000000000000000e+00
-1.673828125000000000e+00 1.000000000000000000e+00
-3.183593750000000000e-01 -1.000000000000000000e+00
1.783203125000000000e+00 1.000000000000000000e+00
9.921875000000000000e-01 1.000000000000000000e+00
9.687500000000000000e-01 1.000000000000000000e+00
-7.656250000000000000e-01 1.000000000000000000e+00
1.000000000000000000e+00 -1.000000000000000000e+00
1.367187500000000000e-02 1.000000000000000000e+00
2.558593750000000000e-01 -1.000000000000000000e+00
1.228515625000000000e+00 -1.000000000000000000e+00
1.753906250000000000e+00 1.000000000000000000e+00
8.046875000000000000e-01 1.000000000000000000e+00
3.828125000000000000e-01 1.000000000000000000e+00
1.580078125000000000e+00 -1.000000000000000000e+00
9.179687500000000000e-02 -1.000000000000000000e+00
1.818359375000000000e+00 1.000000000000000000e+00
-1.984375000000000000e+00 1.000000000000000000e+00
-1.443359375000000000e+00 -1.000000000000000000e+00
-2.539062500000000000e-02 -1.000000000000000000e+00
-1.118164062500000000e+00 -1.000000000000000000e+00
7.216796875000000000e-01 -1.000000000000000000e+00
-1.162109375000000000e+00 -1.000000000000000000e+00
5.488281250000000000e-01 -1.000000000000000000e+00
3.906250000000000000e-03 -1.000000000000000000e+00
7.695312500000000000e-01 1.000000000000000000e+00
-8.623046875000000000e-01 1.000000000000000000e+00
